method,seed,front_index,is_selected,raw_f1_iv,raw_f2_deg,raw_f3_cta,constraint_aware_f1_iv,constraint_aware_f2_deg,constraint_aware_f3_cta,norm_f1_iv,norm_f2_deg,norm_f3_cta,normalized_average
Knowledge-constrained NSGA-II,42,78,False,0.06155620142817497,0.008128555491566658,0.3762751519680023,0.06155620142817497,0.008128555491566658,0.3762751519680023,0.06867218004590817,0.07761438664077519,0.1924494151739588,0.11291199395354738
Knowledge-constrained NSGA-II,42,79,False,0.06718654185533524,0.008783608675003052,0.3351556062698364,0.06718654185533524,0.008783608675003052,0.3351556062698364,0.07495339530225976,0.08386907126490685,0.1714184422796768,0.11008030294894781
Knowledge-constrained NSGA-II,42,80,False,0.15630455315113068,0.008680416271090508,0.28640809655189514,0.15630455315113068,0.008680416271090508,0.28640809655189514,0.1743735670323006,0.08288375288404955,0.14648607646349754,0.1345811321266159
Knowledge-constrained NSGA-II,42,81,False,0.07497377693653107,0.007996488362550735,0.3737293481826782,0.07497377693653107,0.007996488362550735,0.3737293481826782,0.08364084509851902,0.07635336194522953,0.1911473402240962,0.11704718242261491
Knowledge-constrained NSGA-II,42,82,False,0.0634094849228859,0.0078107132576406,0.4164014756679535,0.0634094849228859,0.0078107132576406,0.4164014756679535,0.07073970557334666,0.07457951407820256,0.21297239546842495,0.11943053837332472
Knowledge-constrained NSGA-II,42,83,False,0.13211922347545624,0.006186723243445158,0.36818498373031616,0.13211922347545624,0.006186723243445158,0.36818498373031616,0.14739238113350073,0.05907307028344786,0.18831162361940504,0.13159235834545122
Knowledge-constrained NSGA-II,42,84,False,0.060882359743118286,0.008360479958355427,0.3834737241268158,0.060882359743118286,0.008360479958355427,0.3834737241268158,0.06792044136735041,0.0798288852999127,0.19613119164738643,0.1146268394382165
Knowledge-constrained NSGA-II,42,85,False,0.07628333568572998,0.0077757337130606174,0.3793068826198578,0.07628333568572998,0.0077757337130606174,0.3793068826198578,0.08510179057792153,0.07424551674000812,0.19400002192506355,0.11778244308099772
Knowledge-constrained NSGA-II,42,86,False,0.057979874312877655,0.008581053465604782,0.3662480413913727,0.057979874312877655,0.008581053465604782,0.3662480413913727,0.0646824247675334,0.08193500089352891,0.18732095650145766,0.11131279405417333
Knowledge-constrained NSGA-II,42,87,False,0.09224794059991837,0.007524722721427679,0.41182759404182434,0.09224794059991837,0.007524722721427679,0.41182759404182434,0.10291192501755468,0.07184877304109437,0.21063304130320937,0.12846457978728612
